questions,lang
Gemeinde,de
Gemeindecode,de
Gemeinderat,de
Gemeindetyp,de
Gemeinsame Normdatei,de
Gemälde,de
Gen,de
Gen Lokation,de
Generalstaatsanwalt,de
Genre,de
Geologie,de
Gepäckkontrolle möglich,de
Gerechtigkeit ($),de
Gerät,de
Gesamtbesucher,de
Gesamtbevölkerung,de
Gesamtbilanz,de
Gesamtmasse (g),de
Gesamtmasse (kg),de
Gesamtprojektbudget ($),de
Geschlecht,de
Geschmack oder Aroma,de
Geschwister,de
Geschäftsführer,de
Gesetz,de
Gesetzbuch,de
Getreideart (Weizen usw.),de
Getriebe,de
Getränk,de
Gewerkschaft,de
Gewicht (g),de
Gewicht (kg),de
Gewässer,de
Gini-Koeffizient,de
Gitarre,de
Gitarrist,de
Gletscher,de
Gläubige,de
Gnetophyta,de
Goldmedaillengewinner,de
Golfliga,de
Golfplatz,de
Golfspieler,de
Golfturnier,de
Gottheit,de
Gouverneur,de
Grab,de
Grabdenkmal,de
Grammy Award,de
Grenze,de
Gridiron Footballspieler,de
Gruppe,de
Gruppe des Periodensystems,de
Größe der Karte,de
Grünalge,de
Gründer,de
Gründung,de
Gründungsdatum,de
Gründungsjahr,de
Gründungsort,de
Gymnasium,de
Haarfarbe,de
Hafen,de
Hand,de
Handball-Liga,de
Handballmannschaft,de
Handballspieler,de
Hauptbereich,de
Hauptgebäude,de
Hauptgeschäftsführer,de
Hauptinsel,de
Hauptinseln,de
Hauptsitz,de
Hauptstadt,de
Hauptstadt Koordinaten,de
Hauptstadt Land,de
Hauptstadt der Region,de
Hauptstadtregion,de
Haushaltsjahr,de
Hefearte,de
Heilige,de
Heiliger,de
Heimarena,de
Heimatort,de
Heimstadion,de
Heirat,de
Herausgeber,de
Herkunft,de
Hersteller,de
Himmelskörper,de
Himmelsrichtung des Verkehrsweges,de
Himmelsrichtung des Wegendes,de
Himmelsrichtung des Wegstarts,de
Hintergrund,de
Hirschkalb,de
Historiker,de
Hochhaus,de
Hochzeitstag der Eltern,de
Hockeymannschaft,de
Hockeyverein,de
Hollywood Cartoon,de
Hotel,de
Hubschrauber,de
Hubschrauberangriff,de
Huldigung,de
Humangen,de
Humangen Lokation,de
Humorist,de
Hund,de
Hymne,de
Höchstes Break,de
Höchstgeschwindigkeit (kmh),de
Höchststand,de
Höhe,de
Höhe (cm),de
Höhe (mm),de
Höhe (μ),de
Höhe Dach,de
Höhe der höchsten Etage,de
Höhle,de
Hüftumfang (μ),de
ICD1,de
ICD9,de
ISO-Code eines Ortes,de
ISO-Ländercode,de
ISSN,de
Ideologie,de
Illustrator,de
Impact Factor,de
Impact Factor ist von,de
Index für menschliche Entwicklung,de
Index für menschliche Entwicklung (HDI),de
Industrie,de
Informationen,de
Infrastruktur,de
Ingenieur,de
Inlinehockey Liga,de
Insekt,de
Insel,de
Institution,de
Instrument,de
Interesse,de
Interkommunalität,de
International Football Liga Veranstaltung,de
Internationale chemische Bezeichnung der IUPAC,de
Interpret,de
Jahr,de
Jahr der Elektrifizierung,de
Jahr der Erhebung in den Adelsstand,de
Jahr der Erstausgabe,de
Jahr der Erstbesteigung,de
Jahr der finalen Ausgabe,de
Jahr des letzten Ausbruchs,de
Jahre,de
Jahrestemperatur (K),de
Jockey,de
Jockey (Pferderennprofi),de
Journalist,de
Jubiläum,de
Jugendclub,de
Jugendjahre,de
Jungfernflug,de
KFZ-Kennzeichen,de
Kamera,de
Kampf,de
Kampfkünstler,de
Kanadische Footballliga,de
Kanal,de
Kanaltunnel,de
Kandidat,de
Kanton,de
Kanute,de
Kanzler,de
Kapazität,de
Kaplan,de
Kardinal,de
Karikatur,de
Karrierestation,de
Kartenspiel,de
Karzinogen,de
Kasino,de
Kategorie,de
Katze,de
Kernkraftwerk,de
Kessel,de
Kesseldruck,de
Kind,de
Kinematografie,de
Kirche,de
Klasse,de
Klassifikation,de
Kloster,de
Knochen,de
Koalition,de
Koch,de
Kohlengrube,de
Kolonialname,de
Kombattant,de
Komiker,de
Komikergruppe,de
Kommandant,de
Kommandostruktur,de
Kommentar,de
Kommissar,de
Kommune,de
Komponente,de
Komponist,de
Komposition klassischer Musik,de
Kompressionsverhältnis,de
Konfektionsgröße,de
Konfiguration,de
Konflikt,de
Konifere,de
Konnotation,de
Konstruktion,de
Kontinent,de
Konvention,de
Konzentrationslager,de
Korbballspieler,de
Kosten ($),de
Kraftstoffkapazität (l),de
Kraftstoffkapazität (μ³),de
Kraftstoffsystem,de
Kraftstofftyp,de
Kraftstoffverbrauch,de
Kraftwerk,de
Krankenhaus,de
Krankheit,de
Krater,de
Krebstier,de
Kriege,de
Kriterien,de
Kritiker,de
Kugelschwarm,de
Kultstätte,de
Kunst Zeitstil,de
Kunst- und Wertsachenversammlung,de
Kunstgattung,de
Kunstwerk,de
Kurator,de
Kämpfer,de
Käse,de
Königtum,de
Küche,de
Küchenchef,de
Kühlsystem,de
Künstler,de
Künstler Diskografie,de
Künstler der klassischen Musik,de
Küste (μ),de
Gesamtzeit welche die Person im Weltraum verbracht hat (s),de
Lacrosse-Liga,de
Lacrossespieler,de
Land,de
Land Herkunft,de
Landedatum,de
Landeplatz,de
Landgemeinde,de
Landgut,de
Landkarte,de
Laubmoss,de
Laufzeit (m),de
Laufzeit (s),de
Lebenserwartung,de
Lebenslauf,de
Lebensmittel,de
Lebenszyklus Ereignis,de
Legislative,de
Leiche entdeckt,de
Leichtathletik,de
Leichtathletikdisziplin,de
Leistung,de
Leiter,de
Leuchtturm,de
Leutnant,de
Lied,de
Liedschreiber,de
Liga,de
Liga-Meister,de
Light novel,de
Linienlänge (μ),de
Liste,de
Literaturgattung,de
Lizenz,de
Lizenzinhaber,de
Lokomotive,de
Lymphe,de
kontrollierte Ursprungsbezeichnung für Qualitätsweine,de
Länge (km),de
Länge (mm),de
Länge (μ),de
Länge einer Küste,de
Löslichkeit,de
Lösungsmittel mit guter Löslichkeit,de
Lösungsmittel mit mittelmäßiger Löslichkeit,de
Lösungsmittel mit schlechter Löslichkeit,de
Macht,de
Magazin,de
Maler,de
Management,de
Manager,de
Manga-Charakter,de
Marktkapitalisierung ($),de
Marsch,de
Maskottchen,de
Masse (g),de
Masse (kg),de
Massiv,de
Material,de
Mausgenom,de
Mausgenom Lokation,de
Maut ($),de
Maximaltemperatur (K),de
Maßstab,de
Medaillengewinner,de
Medien,de
Medientyp,de
Medizin,de
Mediziner,de
Meer,de
Mehrzweck-Hubschrauber,de
Meister,de
Meisterschaft,de
Mentor,de
Messungen,de
Mieter,de
Mikroregion,de
Militäreinheit,de
Militärfahrzeug,de
Militärkommando,de
Militärmaschine,de
Militärregierung,de
Minderheit,de
Mindestfläche,de
Mindestsystemanforderungen,de
Mine (Bergwerk),de
Mission,de
Missionen,de
Missionsdauer (s),de
Missionsdauer (μ),de
Mitglied,de
Mitglied einer Widerstandorganisation,de
Mitgliedschaft,de
Mixed  Kampfkunst Liga,de
Mixed Kampfkunst Veranstaltung,de
Mobiltelefon (Handy),de
Mode,de
Modedesigner,de
Modelinie,de
Modell,de
Moderator,de
Molekulargewicht,de
Monarch,de
Monat,de
Mondfahrzeug,de
Mondfähre,de
Mondkrater,de
Mondumlaufzeit (s),de
Mondumlaufzeit (ω),de
Montage,de
Moschee,de
Motor,de
Motorrad,de
Motorrad-Rennfahrer,de
Motorradfahrer,de
Motorradrennen,de
Motorradrennen Liga,de
Motorsport Fahrer,de
Motorsportsaison,de
Motto,de
Multimediaelement,de
Museum,de
Musical,de
Musik Subgenre,de
Musik von,de
Musiker,de
Musikfestival,de
Musikgruppe,de
Muskel,de
Mutter,de
Muttergesellschaft,de
Mythologie,de
Mörder,de
Mühle,de
NASCAR Fahrer,de
NCAA,de
NCAA Team Saison,de
NFL Game day,de
NFL Saison,de
Nachbargemeinde,de
Nachbarregion,de
Nachbarsternbilder,de
Nachfolger,de
Nachname,de
Name,de
Name auf japanisch,de
Name des Ehepartners,de
Name in der Legislaturperiode,de
Namen,de
Naruto Charakter,de
Nation,de
Nationaler Filmpreis,de
Nationales Olympisches Komitee,de
Nationalhymne,de
Nationalität,de
Nationalmannschaft,de
Naturereignis,de
Naturraum,de
Nerv,de
Nettoergebnis ($),de
Niederlage,de
Niederlage als Trainer,de
Nobelpreis,de
Nobelpreisträger,de
Nordischer Kombinierer,de
Oberfläche (km2),de
Oberfläche (m2),de
Observatorium,de
Olympiade,de
Olympischer Eid,de
Open Swarm,de
Operierende Schienenfahrzeuge,de
Ordnung,de
Ordnungszahl,de
Organisation,de
Organisationsmitglied,de
Orgel,de
Orientierung,de
Originalsprache,de
Originaltitel,de
Ort,de
Ort der Bestattung,de
Ort des Weganfangs,de
Ort des Wegendes,de
Ort eines militärischen Konflikts,de
Ozean,de
Paintball-Liga,de
Palmfarn,de
Papst,de
Park,de
Parkplatzinformationen,de
Parlament,de
Parlamentsmitglied,de
Partei,de
Partner,de
Partnerland,de
Partnerstadt,de
Partyservice,de
Passagiere pro Jahr,de
Passagiere pro Tag,de
Patent,de
Patron,de
Pause,de
Periapsisdistanz (km),de
Periapsisdistanz (μ),de
Periode des Periodensystems,de
Periodikum,de
Person,de
"Person , die zuerst einen Berg bestiegen hat",de
Personal,de
Personalbestand,de
Personennamendatei,de
Pfarrer,de
Pferd,de
Pferderennen,de
Pferdetrainer,de
Pflanze,de
Philosoph,de
Piercing,de
Pilz,de
Planet,de
Plattenlabel,de
Platz,de
Platzierung,de
Playboy Playmate,de
Podest,de
Podestplätze,de
Pokerspieler,de
Pol,de
Pole,de
Politiker,de
Polnischer Filmpreis,de
Polo-Liga,de
Polyeder,de
Polysaccharide,de
Portfolio,de
Position,de
Postleitzahl,de
Preis ($),de
Premierminister,de
Pro-Kopf-Einkommen ($),de
Produkt,de
Produktion,de
Produktionsbeginn,de
Produktionsfirma,de
Produktionsjahre,de
Produzent,de
Professor,de
Programmiersprache,de
Projekt,de
Projektende,de
Projektkoordinator,de
Projektstart,de
Projektteilnehmer,de
Projekttyp,de
Projektziel,de
Protein,de
Provinz,de
Prozent,de
Präfekt,de
Präfektur,de
Präfix,de
Präsident,de
Pseudonym,de
Psychologe,de
Publikumszeitschrift,de
Pyramide,de
Quelle,de
RC-Renn Liga,de
Rad-Liga,de
Radfahrer,de
Radio,de
Radiomoderator,de
Radiosender,de
Radrennen,de
Radsportteam,de
Radstand (mm),de
Radstand (μ),de
Rakete,de
Raketmotor,de
Rallyefahrer,de
Randglosse,de
Rang Kontinent,de
Rang Land,de
Rang Stadt,de
Rangliste,de
Rasthof,de
Raum,de
Raumfahrzeug,de
Raumfähre,de
Raumstation,de
Rebsorten,de
Rechtsfall,de
Rechtsform,de
Rechtssystem,de
Referenz,de
Referenz für allgemeine Daten,de
Referenz für geographische Daten,de
Referenz für politische Daten,de
Regenmessung,de
Regentschaft,de
Regierung,de
Regierungsform,de
Regierungspartei,de
Region,de
Regionalsprache,de
Regisseur,de
Registrierungsnummer,de
Reiten,de
Reiter,de
Rektor,de
Religion,de
Religionsorganisation,de
Rennbahn,de
Rennen,de
Rennfahrer,de
Rennlänge (μ),de
Rennpferd,de
Rennstrecke,de
Reservierungen,de
Residenz,de
Restaurant,de
Rezension,de
Richter,de
Ringer,de
Rivale,de
Rolle,de
Rollsteig,de
Rolltreppe,de
Roman,de
Route,de
Routennummer,de
Ruderer,de
Rugby-Club,de
Rugby-Liga,de
Rugbyspieler,de
Ruhestätte,de
Ruhmeshalle,de
Rundfunkveranstalter,de
Rückhand,de
Sache,de
Saison,de
Sambaschule,de
Sammlung,de
Satellit,de
Satellite,de
Satz,de
Schachspieler,de
Schauspieler,de
Schicksal,de
Schiff,de
Schiffsentwurf (μ),de
Schlacht,de
Schlagmannschaft,de
Schleuse,de
Schließungsjahr,de
Schlittschuhläufer,de
Schlüsselperson,de
Schmelzpunkt (K),de
Schuhgröße,de
Schule,de
Schulgeld ($),de
Schulleiter,de
Schulverwalter,de
Schutzgebiet,de
Schwimmer,de
Schwimmstil,de
Schönheitskönigin,de
Schüler der Oberstufe,de
See,de
Seitenverhältnis,de
Seitenzahl,de
Sekretärin,de
Senator,de
Sendebeginn,de
Sendergruppe,de
Sendeschluss,de
Sendung,de
Serie,de
Serienmörder,de
Sicherheit,de
Siedepunkt (K),de
Siedlung,de
Sieg,de
Siege,de
Siege in Europa,de
Siege in Ranglistenturnieren,de
Siegerteam,de
Silbermedaille Doppel,de
Silbermedaille Einzel,de
Silbermedaille gemischt,de
Silbermedaillengewinner,de
Single,de
Sitzplatzkapazität,de
Skigebiet,de
Skilangläufer,de
Skilift,de
Skipiste km (μ),de
Skipistennummer,de
Skispringer,de
Skulptur,de
Slogan,de
Snookerspieler,de
Snookerweltmeister,de
Snookerweltrangliste,de
Soapoper Charakter,de
Softball Liga,de
Software,de
Sommerzeitzone,de
Sonnenfinsternis,de
Sonstige Siege,de
Sorte ( kultivierte Sorte ),de
Spannweite (μ),de
Speedway Fahrer,de
Speedway Liga,de
Speedwayteam,de
Spezialeffekte,de
Spezialist,de
Spezialität,de
Spezie,de
Spezies,de
Spiel,de
Spiele,de
Spieler im Team,de
Spielerstatus,de
Spielzeit (s),de
Spinnentier,de
Sport,de
Sport Team Mitglied,de
Sport Team Saison,de
Sportanlage,de
Sportdisziplin,de
Sportereignis,de
Sportliga,de
Sportmanager,de
Sportmannschaft,de
Sportnation,de
Sportsaison,de
Sportverein,de
Sprachcode,de
Sprache,de
Sprachwissenschaftler,de
Sprecher,de
Spurweite Eisenbahn (μ),de
Squashspieler,de
Staat,de
Staatsangehörigkeit,de
Staatsform,de
Stadion,de
Stadt,de
Stadtbevölkerung,de
Stadtgebiet,de
Stadtgebiet (km2),de
Stadtgebiet (m2),de
Stadtviertel,de
Standbild,de
Standort,de
Start,de
Start- und Landebahnlänge (μ),de
Startdatum,de
Startjahr,de
Startplatz,de
Startpunkt,de
Startrampe,de
Starttermin,de
Stationsabkürzung,de
Statistikwert,de
Status,de
Stellvertreter,de
Sterbealter,de
Sterbedatum,de
Sterbejahr,de
Sterbeort,de
Stern,de
Sternbild,de
Sternzeichen,de
Steuer,de
Stichtag,de
Stierkämpfer,de
Stimme,de
Stimmen gegen die Resolution,de
Stimmlage,de
Stimmung,de
Strand,de
Straße,de
Straßenbahn,de
Straßenkreuzung,de
Straßentunnel,de
Streckenlänge (μ),de
Streitkräfte,de
Sturmflut,de
Stämme,de
Stärke,de
Stückkosten ($),de
Suchgebiet,de
Sumo-Ringer,de
Surfer,de
Symbol,de
Synagoge,de
Synchronsprecher,de
Synonym,de
Szene,de
Sänger,de
Säuglingssterblichkeit,de
TV-Regisseur,de
Tag,de
Tagungsgebäude,de
Taillenumfang (μ),de
Tankstation,de
Tarifzone,de
Team,de
Team gecoacht,de
Team-Manager,de
Teamgröße,de
Teammitglied,de
Teamname,de
Teil,de
Teilgemeinde,de
Teilnehmer,de
Teilsystem,de
Telefonvorwahl,de
Tempel,de
Temperatur (K),de
Tempolimit (kmh),de
Tennisliga,de
Tennisspieler,de
Tennisturnier,de
Territorium,de
Theater,de
Theaterdirektor,de
Theaterstück,de
Thema,de
Theologie,de
Theologisch Konzept,de
Tiefe,de
Tiefe (μ),de
Tier,de
Tischtennisspieler,de
Titel,de
Titelliste,de
Titelnummer,de
Tod,de
Todesursache,de
Tonart,de
Tor,de
Tore in der Liga,de
Tore in der Nationalmannschaft,de
Torschützenkönig,de
Totenzahl,de
Tragsystem,de
Trainer,de
Transformatorenstation,de
Transportmittel,de
Transportweg,de
Treffen,de
Treibstoff,de
Trennung,de
Tretmühle,de
Treuhänder,de
Trockenfracht (g),de
Trockenfracht (kg),de
Tunnel,de
Tunnel benutzende Eisenbahnlinie,de
Turm,de
Turmhöhe,de
Turmspringer,de
Turner,de
Turnier,de
Turnier der Meister,de
Turnierrekord,de
Typ,de
Tänzer,de
Tätowierung,de
U-Bahn Station,de
US-Verkäufe,de
Uferlänge (km),de
Uferlänge (μ),de
Umlaufzeit (s),de
Umlaufzeit (μ),de
Underground Zeitschrift,de
Unentschieden,de
Unicode,de
Universität,de
Unterfamilie,de
Untergattung,de
Unternehmen,de
Unternehmer,de
Unterschiedliche Nutzung eines Flughafens,de
Unterschrift,de
Untertitel,de
Urheber,de
Variante oder Variation,de
Vater,de
Vehikel,de
Vene,de
Ventilsteuerung,de
Veranstaltung,de
Veranstaltungsdauer,de
Veranstaltungsort,de
Veranstaltungstermin,de
Verband,de
Verbrecher,de
Verein,de
Verfahren,de
Verfahren zur Entdeckung,de
Vergnügungsparkattraktion,de
Verluste,de
Version,de
Vertrag,de
Vertrieb,de
Verwaltungsbezirk,de
Verwaltungsgemeinschaft,de
Verwaltungsgremium,de
Verwaltungsregion,de
Verwaltungszentrum,de
Verwandter,de
Veröffentlichung,de
Veröffentlichungsdatum,de
Videospiel,de
Videospiele-Liga,de
Vizekanzler,de
Vizeministerpräsident,de
Vizepräsident,de
Vogel,de
Volksbezeichnung,de
Volleyball-Liga,de
Volleyballspieler,de
Volleyballtrainer,de
Voltzahl der Elektrifizierung (V),de
Volumen (km3),de
Volumen (μ³),de
Vorentscheid Eurovision song contest,de
Vorgänger,de
Vorläufer,de
Vorname,de
Vorortbeförderungsmittel,de
Vorsitzender,de
Vorveranstaltung,de
Vorwahl,de
Vulkan,de
Vulkantyp,de
WTA Turnier,de
Waffe,de
Wahl,de
Wahldatum des Vorsitzenden,de
Wahldiagram,de
Wahltermin,de
Wald,de
Wappen,de
Wasser,de
Wasseranteil von einem Ort,de
Wasserbahn,de
Wasserlauf,de
Wassermühle,de
Wasserpolo Spieler,de
Wasserscheide (km2),de
Wasserscheide (m2),de
Wasserturm,de
Wasserweg durch Tunnel,de
Webseite,de
Wegabzweigung,de
Weganfang,de
Wegende,de
Weichtiere,de
Weihe,de
Wein,de
Weinjahr,de
Weinkellerei,de
Weinregion,de
Weintraube,de
Wellenlänge (μ),de
Welt,de
Weltkulturerbe,de
Weltraummission,de
Weltturnier,de
Werk,de
Wert,de
Wertung,de
Wettbewerb,de
Wiedereröffnungdatum,de
Windkraft,de
Windmühle,de
Windrichtung,de
Wintersportspieler,de
Wintertemperatur (K),de
Wissenschaftler,de
Wissenschaftliche Fachzeitschrift,de
Wodka,de
Wrestling-Veranstaltung,de
Währung,de
Währungscode,de
Wüste,de
Zahl der Beamten,de
Zahl der Ministerien,de
Zahl der Siedlungen,de
Zahl der Studenten,de
Zahl der Studierenden,de
Zahl der Studio-Alben,de
Zahl der Teilnehmer,de
Zahl der Vertreter,de
Zahl der teilnehmenden Sportlerinnen,de
Zeilennummer,de
Zeit,de
Zeitraum,de
Zeitraum Raumflug,de
Zeitung,de
Zeitzone,de
Zensusjahr,de
Ziel,de
Zitat,de
Zoo,de
Zufluss,de
Zug,de
Zugriff,de
Zugriffsdatum,de
Zurückgelegte Entfernung (km),de
Zurückgelegte Entfernung (μ),de
Zusammenarbeit,de
Zuständigkeit,de
Zutat,de
Zweck,de
Züchter,de
abgeleitetes Wort,de
absolute Helligkeit,de
abstract,de
administrativer Status,de
akademisches Fach,de
aktive Jahre,de
aktuelle Gemeinde,de
aktuelle Liga,de
aktuelle Mannschaft,de
aktuelle Spielzeit,de
aktuelle Stadt,de
aktueller Partner,de
aktueller Ranglistenplatz,de
aktueller Status,de
aktueller Weltmeister,de
aktuelles Mitglied,de
alte Provinz,de
alten Länder,de
alter Name,de
alternativer Name,de
alternativer Titel,de
am erfolgreichsten,de
anatomischen Struktur,de
andere Aktivität,de
andere Funktion,de
andere Informationen einer Siedlung,de
andere Medien,de
andere Partei,de
andere Verbindungen,de
anderen Sprache einer Siedlung,de
anderer Name,de
anfänglich verwendet,de
angebundene Eisenbahnlinie,de
anime,de
arrondissement,de
autor,de
bakterium,de
basierend auf,de
bedecktsamige Pflanze,de
bedeutender Schrein,de
bedeutendes Design,de
bedeutendes Gebäude,de
bedeutendes Projekt,de
beeinflusst,de
beeinflusst durch,de
bekannt für,de
benannt nach,de
benutzbare Chipkarte,de
benutztes System der Passagiere,de
beste Platzierung im Ranglistenturnier,de
beste Runde,de
bewachte Wohnanlage / Siedlung,de
bewohnter Ort,de
bietet,de
bild wappen,de
burg,de
chemische Substanz,de
chemische Verbindung,de
chemisches Element,de
christlicher  Bischof,de
christlicher Patriarch,de
das Opfer (resource),de
dateiname,de
die Opfer (string),de
die meisten Siege,de
dorf,de
dritte Mannschaft,de
dritter Fahrer,de
dritter Platz,de
durchschnittliche Klassengröße,de
durchschnittliche Tiefe (μ),de
durchschnittlicher Radius (km),de
durchschnittlicher Radius (μ),de
ehemalige Gemeinde,de
ehemalige Highschool,de
ehemalige Sendergruppe,de
ehemaliger Choreograph,de
ehemaliger Partner,de
ehemaliges Bandmitglied,de
eingeführt,de
entdeckt,de
entfernung zur hauptstadt (μ),de
erfolgreiche Starts,de
erste Erwähnung,de
erstellt,de
erster Besitzer,de
erster Fahrer,de
erster Flug,de
erster Gewinner,de
erster Herausgeber,de
erster Platz,de
erster Sieg,de
erster Start,de
erster Starttermin,de
erstes Profispiel,de
erstes Rennen,de
erstes Spiel,de
etabliert,de
ethnie,de
ethnische zugehörigkeit,de
familie,de
farn,de
fiktiver Charakter,de
film,de
folgt,de
frei zugänglicher Inhalten,de
frühere Demografie,de
früheren Arbeiten,de
früheren Namen,de
früherer Name,de
frührere Mission,de
gefolgt von,de
gefroren,de
gefährdet seit,de
gefängnis,de
gefördert durch,de
gegründet von,de
geistlicher,de
gemeinnützige Organisation,de
geologische Periode,de
geopolitische Organisation,de
geringste Temperatur (K),de
gesamter Bereich,de
geschlossen,de
geschriebenes Erzeugnis,de
gesellschatliches Ereignis,de
gesprochen in,de
getötet von,de
gewartet von,de
gewöhnlicher Name,de
ginkgo,de
gleicher Name,de
griechische Name,de
grosser Preis,de
große Insel,de
größte Siedlung,de
größte Stadt,de
gälischen Sportspieler,de
heiße Quelle,de
hergestellt durch,de
heutiger Name einer Gemeinde,de
historische Karte,de
historische Periode,de
historische Region,de
historischer Kreis / Bezirk,de
historischer Land,de
historischer Name,de
historischer Ort,de
historischer Provinz,de
historischer Region,de
historischer Siedlung,de
historisches Gebäude,de
häufig aktualisiert,de
höchste Erhebung,de
höchste Erhebung der Insel,de
höchste Niederlage,de
höchster Berg,de
höchster Platz,de
höchster Ranglistenplatz,de
im Krieg eingesetzt,de
international,de
internationale Vorwahl,de
ist Teil,de
ist Teil des militärischen Konflikts,de
ist ein Stadtstaat,de
ist ein Teil der Weinregion,de
ist ein Teil von,de
ist ein Teil von anatomischer Struktur,de
ist rollstuhlgerecht,de
kanadische Footballmannschaft,de
